checked_at,source,brand,name,mrp,price,discount_pct,price_per_100g,in_stock,url
2026-08-19 23:00 IST,Nutrabay,Nutrabay,Nutrabay Gold Pea Protein,69,69,0.0,172.5,True,https://nutrabay.com/product/nutrabay-gold-hydrolyzed-pea-protein/?pId=3302532
2026-08-19 23:00 IST,Nutrabay,Nutrabay,Nutrabay Gold Pea Protein,69,69,0.0,172.5,True,https://nutrabay.com/product/nutrabay-gold-hydrolyzed-pea-protein/?pId=3302532
2026-08-19 23:00 IST,Nutrabay,Nutrabay,Nutrabay Gold Pea Protein,69,69,0.0,172.5,True,https://nutrabay.com/product/nutrabay-gold-hydrolyzed-pea-protein/?pId=3302532
2026-08-19 23:00 IST,Nutrabay,Velbiom,Velbiom Happy Cultures Tastiest Plant Protein,600,499,16.8,346.53,True,https://nutrabay.com/product/velbiom-happy-cultures-tastiest-plant-protein/?pId=7407265
2026-08-19 23:00 IST,Nutrabay,TruNativ,TruNativ Plant Based Everyday Protein - Protein You Can Cook With!,699,599,14.3,363.03,True,https://nutrabay.com/product/trunativ-plant-based-everyday-protein-protein-you-can-cook-with/?pId=9485223
2026-08-19 23:00 IST,Nutrabay,Nutrabay,Nutrabay Pure Pea Protein Isolate,669,649,3.0,129.8,True,https://nutrabay.com/product/nutrabay-pure-100-pea-protein-isolate/?pId=4537768
2026-08-19 23:00 IST,Nutrabay,Nutrabay,Nutrabay Wellness Vegan Plant Protein Powder + Superfoods,1199,799,33.4,159.8,True,https://nutrabay.com/product/nutrabay-wellness-vegan-plant-protein-powder-superfoods/?pId=4698878
2026-08-19 23:00 IST,Nutrabay,Nutrabay,Nutrabay Pure Pea Protein Isolate,1349,849,37.1,84.9,True,https://nutrabay.com/product/nutrabay-pure-100-pea-protein-isolate/?pId=4537768
2026-08-19 23:00 IST,Nutrabay,Nutrabay,Nutrabay BioAbsorb™ Whey Protein Powder | Clinically Tested 54% Better Protein Absorption | 26g Protein/Scoop | India's 1st Protein with ProDiFi™ for No Bloating | No Added Sugar,859,859,0.0,474.59,True,https://nutrabay.com/product/nutrabay-bioabsorb-whey-protein/?pId=8042444
2026-08-19 23:00 IST,Nutrabay,Nakpro Nutrition,Nakpro Nutrition Platinum Soy Protein Isolate,2050,899,56.1,89.9,True,https://nutrabay.com/product/nakpro-vegan-soy-protein-isolate-90-raw-pure-natural-vegetarian-plant-protein-supplement-powder/?pId=3990475
2026-08-19 23:00 IST,Nutrabay,Nakpro Nutrition,Nakpro Nutrition Platinum Soy Protein Isolate,2050,899,56.1,89.9,True,https://nutrabay.com/product/nakpro-vegan-soy-protein-isolate-90-raw-pure-natural-vegetarian-plant-protein-supplement-powder/?pId=3990475
2026-08-19 23:00 IST,Nutrabay,Nakpro Nutrition,Nakpro Nutrition Platinum Soy Protein Isolate,2300,899,60.9,89.9,True,https://nutrabay.com/product/nakpro-vegan-soy-protein-isolate-90-raw-pure-natural-vegetarian-plant-protein-supplement-powder/?pId=3990475
2026-08-19 23:00 IST,Nutrabay,Optimum Nutrition,Optimum Nutrition (ON) Gold Standard Whey Protein Powder,940,940,0.0,,True,https://nutrabay.com/product/optimum-nutrition-on-100-whey-gold-standard-2/?pId=4471481
2026-08-19 23:00 IST,Nutrabay,Velbiom,Velbiom Happy Cultures Tastiest Plant Protein,1699,949,44.1,187.92,True,https://nutrabay.com/product/velbiom-happy-cultures-tastiest-plant-protein/?pId=7407265
2026-08-19 23:00 IST,Nutrabay,Velbiom,Velbiom Happy Cultures Tastiest Plant Protein,1699,949,44.1,187.92,True,https://nutrabay.com/product/velbiom-happy-cultures-tastiest-plant-protein/?pId=7407265
2026-08-19 23:00 IST,Fast&Up,Fastandup,Plant Protein - Rich Chocolate - Single Serving Sachet,90.0,90.0,0.0,,True,https://in.fastandup.com/products/plant-protein-rich-chocolate-single-serving-sachet
2026-08-19 23:00 IST,Fast&Up,Fastandup,100% Pure & Natural Moringa Powder,250.0,238.0,4.8,,True,https://in.fastandup.com/products/100-pure-natural-moringa-powder
2026-08-19 23:00 IST,Fast&Up,Fastandup,Plant Protein - Assorted Pack,270.0,243.0,10.0,,True,https://in.fastandup.com/products/fast-up-plant-protein-assorted-pack
2026-08-19 23:00 IST,Fast&Up,Fastandup,Plant Protein - Rich Chocolate - Single Serving Sachet Combo Pack (Rich Chocolate / Pack of 5),450.0,396.0,12.0,,True,https://in.fastandup.com/products/plant-protein-rich-chocolate-single-serving-sachet-combo-pack
2026-08-19 23:00 IST,Fast&Up,Fastandup,Plant Protein - Rich Chocolate - Single Serving Sachet Combo Pack (Rich Chocolate / Pack of 10),900.0,765.0,15.0,,True,https://in.fastandup.com/products/plant-protein-rich-chocolate-single-serving-sachet-combo-pack
2026-08-19 23:00 IST,Fast&Up,Fastandup,Plant Protein - Rich Chocolate - Single Serving Sachet Combo Pack (Rich Chocolate / Pack of 15),1350.0,1107.0,18.0,,True,https://in.fastandup.com/products/plant-protein-rich-chocolate-single-serving-sachet-combo-pack
2026-08-19 23:00 IST,Fast&Up,Fastandup,Plant Protein - Cookies & Cream - 500g,1599.0,1119.0,30.0,223.8,True,https://in.fastandup.com/products/plant-protein-cookies-cream-500g
2026-08-19 23:00 IST,Fast&Up,Fastandup,Plant Protein - Rich Chocolate – 500gms,1599.0,1119.0,30.0,223.8,False,https://in.fastandup.com/products/plant-protein-powder-500gms
2026-08-19 23:00 IST,Fast&Up,Fastandup,Plant Protein - Alphonso Mango - 1Kg,3115.0,1949.0,37.4,194.9,True,https://in.fastandup.com/products/plant-protein-alphonso-mango-25-servings
2026-08-19 23:00 IST,Fast&Up,Fastandup,Plant Protein - Kesar Kulfi - 1kg,3115.0,1949.0,37.4,194.9,False,https://in.fastandup.com/products/plant-protein-powder-special-festive-pack
2026-08-19 23:00 IST,Fast&Up,Fastandup,Plant Protein - Cookies & Cream - 1Kg,3115.0,1949.0,37.4,194.9,True,https://in.fastandup.com/products/plant-protein-cookies-cream-1-kg
2026-08-19 23:00 IST,Fast&Up,Fastandup,Plant Protein - Strawberry Blast - 25 Servings,3115.0,1949.0,37.4,,False,https://in.fastandup.com/products/plant-protein-strawberry-25-servings
2026-08-19 23:00 IST,Fast&Up,Fastandup,Plant Protein - Rich Chocolate - 1kg,3115.0,1949.0,37.4,194.9,True,https://in.fastandup.com/products/plant-protein-rich-chocolate-1kg
2026-08-19 23:00 IST,Fast&Up,Fastandup,Plant Protein - Cookies & Cream - 500g Pack of 2,3198.0,1999.0,37.5,399.8,True,https://in.fastandup.com/products/plant-protein-cookies-cream-500g-pack-of-2
2026-08-19 23:00 IST,Fast&Up,Fastandup,Daily Fiber + Plant Protein Rich Chocolate Combo,3715.0,2299.0,38.1,,True,https://in.fastandup.com/products/daily-fiber-plant-protein-rich-chocolate-combo
2026-08-19 23:00 IST,OZiva,OZiva,Pro-Collagen Protein Peptides Caramel | 250g,799.0,433.0,45.8,173.2,True,https://oziva.in/products/pro-collagen-protein-peptides-caramel-250g
2026-08-19 23:00 IST,OZiva,OZiva,"Vegan Collagen, Clinically Proven (Watermelon / Starter Pack-125g)",499.0,459.0,8.0,367.2,True,https://oziva.in/products/plant-based-collagen
2026-08-19 23:00 IST,OZiva,OZiva,Plant Protein + Pro-Digest (Assorted),699.0,699.0,0.0,,True,https://oziva.in/products/plant-protein-pro-digest
2026-08-19 23:00 IST,OZiva,OZiva,Plant Protein + Pro-Digest (Chocolate),699.0,699.0,0.0,,False,https://oziva.in/products/plant-protein-pro-digest
2026-08-19 23:00 IST,OZiva,OZiva,Plant Protein + Pro-Digest (Mango),699.0,699.0,0.0,,False,https://oziva.in/products/plant-protein-pro-digest
2026-08-19 23:00 IST,OZiva,OZiva,Plant Protein + Pro-Digest (Strawberry),699.0,699.0,0.0,,False,https://oziva.in/products/plant-protein-pro-digest
2026-08-19 23:00 IST,OZiva,OZiva,Plant Protein + Pro-Digest (Vanilla),699.0,699.0,0.0,,False,https://oziva.in/products/plant-protein-pro-digest
2026-08-19 23:00 IST,OZiva,OZiva,Bioactive Plant Protein (Assorted / Starter Pack),699.0,699.0,0.0,,True,https://oziva.in/products/oziva-bioactive-plant-protein-with-25g-vegan-protein-5-5-bcaas-100-rda-vitamins-minerals-ayurvedic-herbs-for-better-endurance-stamina-muscle-recovery-1-kg
2026-08-19 23:00 IST,OZiva,OZiva,Daily Protein Activ for Women (Rich Chocolate / Starter Pack),799.0,749.0,6.3,,True,https://oziva.in/products/daily-protein-activ-for-women-with-clean-whey-protein-multivitamins-tulsi-probiotics-for-improved-everyday-energy-stamina-bone-health-immune-health
2026-08-19 23:00 IST,OZiva,OZiva,Daily Protein Activ for Women (Classic Vanilla / Starter Pack),799.0,749.0,6.3,,False,https://oziva.in/products/daily-protein-activ-for-women-with-clean-whey-protein-multivitamins-tulsi-probiotics-for-improved-everyday-energy-stamina-bone-health-immune-health
2026-08-19 23:00 IST,OZiva,OZiva,"Pro-Collagen Protein Peptides, 250 g (Starter Pack)",849.0,799.0,5.9,319.6,True,https://oziva.in/products/oziva-pro-collagen-protein-peptides-with-clean-protein-green-coffee-hyaluronic-acid-biotin-for-skin-hair-health-muscle-joint-health-protein-breakdown-caramel-250-g
2026-08-19 23:00 IST,OZiva,OZiva,"Vegan Collagen, Clinically Proven (Guava Glow / Starter Pack)",959.0,929.0,3.1,,True,https://oziva.in/products/plant-based-collagen
2026-08-19 23:00 IST,OZiva,OZiva,"Vegan Collagen, Clinically Proven (Classic / Starter Pack)",959.0,929.0,3.1,,True,https://oziva.in/products/plant-based-collagen
2026-08-19 23:00 IST,OZiva,OZiva,"Vegan Collagen, Clinically Proven (Berry Orange / Starter Pack)",959.0,929.0,3.1,,True,https://oziva.in/products/plant-based-collagen
2026-08-19 23:00 IST,OZiva,OZiva,"Vegan Collagen, Clinically Proven (Watermelon / Starter Pack)",959.0,929.0,3.1,,True,https://oziva.in/products/plant-based-collagen
2026-08-19 23:00 IST,Wellbeing Nutrition,Wellbeing Nutrition,Kids Protein Vanilla Free Sachet,79.0,79.0,0.0,,True,https://wellbeingnutrition.com/products/kids-protein-vanilla-free-sachet
2026-08-19 23:00 IST,Wellbeing Nutrition,Wellbeing Nutrition,Kids Protein Chocolate Sachet,79.0,79.0,0.0,,True,https://wellbeingnutrition.com/products/kids-protein-chocolate-sachet
2026-08-19 23:00 IST,Wellbeing Nutrition,Wellbeing Nutrition,Kids Protein Vanilla Sachet,79.0,79.0,0.0,,True,https://wellbeingnutrition.com/products/kids-protein-vanilla-sachet
2026-08-19 23:00 IST,Wellbeing Nutrition,Wellbeing Nutrition,Vegan Protein Dark Chocolate Hazelnut Sachet,150.0,150.0,0.0,,True,https://wellbeingnutrition.com/products/vegan-protein-dark-chocolate-hazelnut-sachet
2026-08-19 23:00 IST,Wellbeing Nutrition,Wellbeing Nutrition,Whey Protein Isolate Dark Chocolate Sachet (Pack of 1),160.0,160.0,0.0,,False,https://wellbeingnutrition.com/products/whey-protein-isolate-dark-chocolate-sachet
2026-08-19 23:00 IST,Wellbeing Nutrition,Wellbeing Nutrition,Whey Protein Isolate + Concentrate Mango Sachets (Pack of 1),1399.0,1399.0,0.0,,False,https://wellbeingnutrition.com/products/whey-protein-isolate-concentrate-mango-sachets
2026-08-19 23:00 IST,Wellbeing Nutrition,Wellbeing Nutrition,Plant Protein 22g | 500g | 3B CFU Probiotics | Dark Chocolate Hazelnut (Pack of 1),1799.0,1439.0,20.0,287.8,True,https://wellbeingnutrition.com/products/vegan-protein-dark-chocolate-hazelnut
2026-08-19 23:00 IST,Wellbeing Nutrition,Wellbeing Nutrition,Plant Protein 22g | 500g | 3B CFU Probiotics | Italian Cafe Mocha (Pack of 1),1799.0,1439.0,20.0,287.8,False,https://wellbeingnutrition.com/products/vegan-protein-italian-cafe-mocha
2026-08-19 23:00 IST,Wellbeing Nutrition,Wellbeing Nutrition,Plant Protein 22g | 500g | 3B CFU Probiotics | Belgian Dark Chocolate (Pack of 1),1799.0,1439.0,20.0,287.8,True,https://wellbeingnutrition.com/products/vegan-protein-belgian-chocolate
2026-08-19 23:00 IST,Wellbeing Nutrition,Wellbeing Nutrition,Plant Protein 22g | 500g | 3B CFU Probiotics | French Vanilla Caramel (Pack of 1),1799.0,1439.0,20.0,287.8,True,https://wellbeingnutrition.com/products/vegan-protein-french-vanilla-caramel
2026-08-19 23:00 IST,Wellbeing Nutrition,Wellbeing Nutrition,Plant Protein 22g | 500g | 3B CFU Probiotics | Canadian Mixed Berry (Pack of 1),1799.0,1439.0,20.0,287.8,True,https://wellbeingnutrition.com/products/vegan-protein-canadian-mixed-berry
2026-08-19 23:00 IST,Wellbeing Nutrition,Wellbeing Nutrition,Her Superfood Plant Protein | Chocolate Peanut Butter (Pack of 1),1799.0,1439.0,20.0,,True,https://wellbeingnutrition.com/products/superfood-plant-protein-powder-for-women
2026-08-19 23:00 IST,Wellbeing Nutrition,Wellbeing Nutrition,Superfood Plant Protein | British Banoffee Pie (Pack of 1),1799.0,1439.0,20.0,,True,https://wellbeingnutrition.com/products/superfood-plant-protein-powder-in-banoffee-pie
2026-08-19 23:00 IST,Wellbeing Nutrition,Wellbeing Nutrition,Plant Protein 22g | 907g | 3B CFU Probiotics | French Vanilla Caramel (Pack of 1),3399.0,2719.0,20.0,299.78,True,https://wellbeingnutrition.com/products/vegan-protein-french-vanilla-caramel-copy
2026-08-19 23:00 IST,Wellbeing Nutrition,Wellbeing Nutrition,Plant Protein 22g | 907g | 3B CFU Probiotics | Belgian Dark Chocolate (Pack of 1),3399.0,2719.0,20.0,299.78,True,https://wellbeingnutrition.com/products/vegan-protein-belgian-dark-chocolate-probiotics
2026-08-19 23:00 IST,AS-IT-IS Nutrition,AS-IT-IS Nutrition,AS-IT-IS Brown Rice Protein | 27g Protein Per Serving (35g),175.0,122.0,30.3,,True,https://asitisnutrition.com/products/as-it-is-nutrition-brown-rice-protein-80-designed-as-meal-supplement-lab-tested-unflavoured
2026-08-19 23:00 IST,AS-IT-IS Nutrition,AS-IT-IS Nutrition,AS-IT-IS ONE Pea Protein Isolate| 29g Protein Per Serving| Plant Based Protein Powder (36g-Sachet),175.0,122.0,30.3,,False,https://asitisnutrition.com/products/as-it-is-nutrition-pea-protein-isolate-powder
2026-08-19 23:00 IST,AS-IT-IS Nutrition,AS-IT-IS Nutrition,AS-IT-IS Soy Protein Isolate | 30g Protein Per Serving (35g),175.0,122.0,30.3,,True,https://asitisnutrition.com/products/as-it-is-nutrition-buy-soy-protein-isolate-powder-in-india
2026-08-19 23:00 IST,AS-IT-IS Nutrition,AS-IT-IS Nutrition,ATOM Beginners Whey Protein | Supports Muscle-building | Supports Body Strength (Choco Hazel Fusion / 37g),203.0,131.0,35.5,,True,https://asitisnutrition.com/products/atom-beginners-whey-protein
2026-08-19 23:00 IST,AS-IT-IS Nutrition,AS-IT-IS Nutrition,ATOM Performance Whey  | With Safed Musli (Double Rich Chocolate / 45g),220.0,140.0,36.4,,True,https://asitisnutrition.com/products/as-it-is-atom-performance-whey-1kg-with-safed-musli-for-faster-recovery-highly-bioavailable
2026-08-19 23:00 IST,AS-IT-IS Nutrition,AS-IT-IS Nutrition,ATOM Performance Whey  | With Safed Musli (Pista Fusion / 45g),2485.0,140.0,94.4,,False,https://asitisnutrition.com/products/as-it-is-atom-performance-whey-1kg-with-safed-musli-for-faster-recovery-highly-bioavailable
2026-08-19 23:00 IST,AS-IT-IS Nutrition,AS-IT-IS Nutrition,ATOM Performance Whey  | With Safed Musli (Cafe Latte / 45g),2485.0,140.0,94.4,,False,https://asitisnutrition.com/products/as-it-is-atom-performance-whey-1kg-with-safed-musli-for-faster-recovery-highly-bioavailable
2026-08-19 23:00 IST,AS-IT-IS Nutrition,AS-IT-IS Nutrition,ATOM Performance Whey  | With Safed Musli (Cookie delight / 45g),2485.0,140.0,94.4,,False,https://asitisnutrition.com/products/as-it-is-atom-performance-whey-1kg-with-safed-musli-for-faster-recovery-highly-bioavailable
2026-08-19 23:00 IST,AS-IT-IS Nutrition,AS-IT-IS Nutrition,ATOM Performance Whey  | With Safed Musli (Choco hazel fusion / 45g),2485.0,140.0,94.4,,False,https://asitisnutrition.com/products/as-it-is-atom-performance-whey-1kg-with-safed-musli-for-faster-recovery-highly-bioavailable
2026-08-19 23:00 IST,AS-IT-IS Nutrition,AS-IT-IS Nutrition,ATOM Whey Protein (Double Rich Chocolate / (36g Travel Sachet)),262.0,167.0,36.3,463.89,True,https://asitisnutrition.com/products/atom-whey-protein
2026-08-19 23:00 IST,AS-IT-IS Nutrition,AS-IT-IS Nutrition,"AS-IT-IS ONE Whey Protein Concentrate I Single Ingredient | 28g Protein, Unflavoured 35g (35g Sachet (Pack of 1))",305.0,178.0,41.6,593.33,True,https://asitisnutrition.com/products/whey-protein-30g-sachet
2026-08-19 23:00 IST,AS-IT-IS Nutrition,AS-IT-IS Nutrition,ATOM NITRO WHEY WITH CREASURE® (Double Rich Chocolate / 45g),289.0,185.0,36.0,,True,https://asitisnutrition.com/products/atom-nitro-whey-with-creatine-i-33g-protein-3g-creatine-7-4g-bcaa
2026-08-19 23:00 IST,AS-IT-IS Nutrition,AS-IT-IS Nutrition,ATOM NITRO WHEY WITH CREASURE® (Kesar Kulfi / 45g),3407.0,185.0,94.6,,False,https://asitisnutrition.com/products/atom-nitro-whey-with-creatine-i-33g-protein-3g-creatine-7-4g-bcaa
2026-08-19 23:00 IST,AS-IT-IS Nutrition,AS-IT-IS Nutrition,ATOM NITRO WHEY WITH CREASURE® (Classic Vanilla / 45g),3407.0,185.0,94.6,,False,https://asitisnutrition.com/products/atom-nitro-whey-with-creatine-i-33g-protein-3g-creatine-7-4g-bcaa
2026-08-19 23:00 IST,AS-IT-IS Nutrition,AS-IT-IS Nutrition,"AS-IT-IS ONE Whey Protein Concentrate I Single Ingredient | 28g Protein, Unflavoured 35g (35g Sachet (Pack of 1) + Shaker)",438.0,303.0,30.8,1010.0,False,https://asitisnutrition.com/products/whey-protein-30g-sachet
2026-08-19 23:00 IST,MyFitness,MYFITNESS,MyFitness Peanut Butter - Chocolate | 26% Protein | Crispy | Chocolate Peanut Butter Spread (227g),159.0,149.0,6.3,65.64,True,https://myfitness.co.in/products/chocolate-crispy
2026-08-19 23:00 IST,MyFitness,MYFITNESS,"Pro.Fitness High Protein Chocolate Oats | Dark Chocolate | Healthy Oats With Nuts, Seeds & Added Whey (375g)",339.0,219.0,35.4,58.4,True,https://myfitness.co.in/products/high-protein-oats-900g-27g-protein
2026-08-19 23:00 IST,MyFitness,MYFITNESS,Pro.Fitness Rolled Oats | 13% Protein | Healthy Oats With High Fiber and Zero Cholesterol (900g),320.0,269.0,15.9,,True,https://myfitness.co.in/products/pro-fitness-rolled-oats-900g
2026-08-19 23:00 IST,MyFitness,myfitness-official-store,MyFitness Peanut Butter - Classic Zero | 28% Protein | Extra Crunchy | Zero Sugar Peanut Spread (510 g),349.0,275.0,21.2,53.92,True,https://myfitness.co.in/products/myfitness-zero-peanut-butter-crunchy-510g
2026-08-19 23:00 IST,MyFitness,myfitness-official-store,MyFitness Peanut Butter - Chocolate | 26% Protein | Crunchy | Chocolate Peanut Butter Spread (510 g),319.0,275.0,13.8,45.08,True,https://myfitness.co.in/products/myfitness-chocolate-peanut-butter-crunchy
2026-08-19 23:00 IST,MyFitness,myfitness-official-store,MyFitness Peanut Butter - Natural Unsweetened | 31% Protein | Crunchy | Zero Sugar Peanut Butter Spread (510 g),319.0,275.0,13.8,45.08,True,https://myfitness.co.in/products/myfitness-all-natural-peanut-butter-crunchy
2026-08-19 23:00 IST,MyFitness,myfitness-official-store,MyFitness Peanut Butter - Natural Unsweetened | 25% Protein | Smooth | Zero Sugar Peanut Butter Spread (510 g),319.0,275.0,13.8,45.08,True,https://myfitness.co.in/products/myfitness-all-natural-peanut-butter-smooth
2026-08-19 23:00 IST,MyFitness,myfitness-official-store,MyFitness Peanut Butter - Chocolate | 26% Protein | Crispy | Chocolate Peanut Butter Spread (510 g),319.0,275.0,13.8,45.08,True,https://myfitness.co.in/products/myfitness-chocolate-peanut-butter-crispy
2026-08-19 23:00 IST,MyFitness,myfitness-official-store,MyFitness Peanut Butter - Chocolate | 28% Protein | Smooth | Chocolate Peanut Butter Spread (510 g),319.0,275.0,13.8,45.08,True,https://myfitness.co.in/products/myfitness-chocolate-peanut-butter-smooth
2026-08-19 23:00 IST,MyFitness,myfitness-official-store,MyFitness Peanut Butter - Original | 28% Protein | Crunchy | Classic Peanut Butter Spread (510 g),319.0,275.0,13.8,45.08,True,https://myfitness.co.in/products/myfitness-original-peanut-butter-crunchy
2026-08-19 23:00 IST,MyFitness,myfitness-official-store,MyFitness Peanut Butter - Original | 28% Protein | Smooth | Classic Peanut Butter Spread (510 g),319.0,275.0,13.8,45.08,False,https://myfitness.co.in/products/myfitness-original-peanut-butter-smooth
2026-08-19 23:00 IST,MyFitness,MYFITNESS,MyFitness Peanut Butter - Chocolate | 25% Protein | Almond Crunch | Chocolate Peanut Butter Spread (510 g),379.0,279.0,26.4,54.71,True,https://myfitness.co.in/products/myfitness-chocolate-peanut-butter-with-almond-crunch
2026-08-19 23:00 IST,MyFitness,MYFITNESS,MyFitness Peanut Butter - Dark Chocolate | 30% Protein | Smooth | Rich Chocolate Peanut Butter Spread (510 g),399.0,299.0,25.1,49.02,False,https://myfitness.co.in/products/myfitness-olympia-edition-dark-chocolate-peanut-butter-with-added-whey-smooth
2026-08-19 23:00 IST,MyFitness,MYFITNESS,MyFitness Peanut Butter - Dark Chocolate | 29% Protein | Crispy | Rich Chocolate Peanut Butter Spread (510 g),399.0,319.0,20.1,52.3,True,https://myfitness.co.in/products/myfitness-peanut-butter-dark-chocolate-29-protein-crispy-rich-chocolate-peanut-butter-spread
2026-08-19 23:00 IST,MyFitness,myfitness-official-store,MyFitness Peanut Butter - Chocolate | 26% Protein | Crunchy | Chocolate Peanut Butter Spread (900g),499.0,399.0,20.0,39.9,True,https://myfitness.co.in/products/myfitness-chocolate-peanut-butter-crunchy
2026-08-19 23:00 IST,Naturaltein,naturaltein,The Protein Dessert E-Cook Book by Naturaltein,599.0,399.0,33.4,,True,https://naturaltein.in/products/the-protein-dessert-e-cook-book-by-naturaltein
2026-08-19 23:00 IST,Naturaltein,naturaltein,Natural Plant Protein (Chocolate / 1 Box (500 g)),3000.0,1112.0,62.9,222.4,True,https://naturaltein.in/products/plant-protein
2026-08-19 23:00 IST,Naturaltein,naturaltein,Natural Plant Protein (Mango / 1 Box (500 g)),3000.0,1112.0,62.9,222.4,True,https://naturaltein.in/products/plant-protein
2026-08-19 23:00 IST,Naturaltein,naturaltein,Natural Plant Protein (Berry / 1 Box (500 g)),3000.0,1112.0,62.9,222.4,True,https://naturaltein.in/products/plant-protein
2026-08-19 23:00 IST,Naturaltein,naturaltein,Natural Plant Protein (Pista / 1 Box (500 g)),3000.0,1112.0,62.9,222.4,True,https://naturaltein.in/products/plant-protein
2026-08-19 23:00 IST,Naturaltein,naturaltein,Natural Plant Protein (Coffee / 1 Box (500 g)),3000.0,1112.0,62.9,222.4,True,https://naturaltein.in/products/plant-protein
2026-08-19 23:00 IST,Naturaltein,naturaltein,Natural Whey Protein Concentrate (Italian Ice Cream / 1 Box (300 g)),1424.0,1299.0,8.8,433.0,False,https://naturaltein.in/products/whey-protein-concentrate
2026-08-19 23:00 IST,Naturaltein,naturaltein,Natural Whey Protein Concentrate (Chocolate Biscoff / 1 Box (300 g)),1424.0,1399.0,1.8,466.33,False,https://naturaltein.in/products/whey-protein-concentrate
2026-08-19 23:00 IST,Naturaltein,naturaltein,Natural Whey Protein Concentrate (Chocolate Caramel / 1 Box (300 g)),1424.0,1399.0,1.8,466.33,False,https://naturaltein.in/products/whey-protein-concentrate
2026-08-19 23:00 IST,Naturaltein,naturaltein,Natural Whey Protein Concentrate (Chocolate / 1 Box (300 g)),2500.0,1524.0,39.0,508.0,True,https://naturaltein.in/products/whey-protein-concentrate
2026-08-19 23:00 IST,Naturaltein,naturaltein,Natural Whey Protein Concentrate (Unflavoured / 1 Box (300 g)),2500.0,1524.0,39.0,508.0,True,https://naturaltein.in/products/whey-protein-concentrate
2026-08-19 23:00 IST,Naturaltein,naturaltein,Natural Whey Protein Concentrate (Caffe Mocha / 1 Box (300 g)),2500.0,1524.0,39.0,508.0,True,https://naturaltein.in/products/whey-protein-concentrate
2026-08-19 23:00 IST,Naturaltein,naturaltein,Natural Plant Protein (Chocolate / 2 Boxes (1 kg)),6000.0,1600.0,73.3,160.0,True,https://naturaltein.in/products/plant-protein
2026-08-19 23:00 IST,Naturaltein,naturaltein,Natural Plant Protein (Mango / 2 Boxes (1 kg)),6000.0,1600.0,73.3,160.0,True,https://naturaltein.in/products/plant-protein
2026-08-19 23:00 IST,Naturaltein,naturaltein,Natural Plant Protein (Berry / 2 Boxes (1 kg)),6000.0,1600.0,73.3,160.0,True,https://naturaltein.in/products/plant-protein
2026-08-19 23:00 IST,GNC India,GNC India,GNC Superfood Plant Isolate 35 gram (35gm / Chocolate),149.0,1.0,99.3,,True,https://gnc.in/products/gnc-superfood-plant-isolate-35-gram
2026-08-19 23:00 IST,GNC India,GNC India,GNC Superfood Plant Isolate 35 gram (35gm / Coffee),149.0,1.0,99.3,,True,https://gnc.in/products/gnc-superfood-plant-isolate-35-gram
2026-08-19 23:00 IST,GNC India,GNC India,GNC Superfood Plant Isolate 35 gram (35gm / Mango),149.0,1.0,99.3,,True,https://gnc.in/products/gnc-superfood-plant-isolate-35-gram
2026-08-19 23:00 IST,GNC India,GNC India,GNC Superfood Plant Isolate 35 gram (35gm / Vanilla),149.0,1.0,99.3,,False,https://gnc.in/products/gnc-superfood-plant-isolate-35-gram
2026-08-19 23:00 IST,GNC India,GNC India,PP Protein Wafer Bar Mini 20gm (Chocolate / 20 gm),60.0,40.0,33.3,200.0,True,https://gnc.in/products/pp-protein-wafer-bar-mini-20gm
2026-08-19 23:00 IST,GNC India,GNC India,PP Protein Wafer Bar Mini 20gm (Coffee / 20 gm),60.0,40.0,33.3,200.0,True,https://gnc.in/products/pp-protein-wafer-bar-mini-20gm
2026-08-19 23:00 IST,GNC India,GNC India,PP Protein Wafer Bar Mini 20gm (Peanut Butter / 20 gm),60.0,40.0,33.3,200.0,True,https://gnc.in/products/pp-protein-wafer-bar-mini-20gm
2026-08-19 23:00 IST,GNC India,GNC,GNC Protein Wafer Bar (Chocolate) (Pack of 1 / Chocolate),59.0,55.0,6.8,,True,https://gnc.in/products/gnc-protein-wafer-bar-chocolate
2026-08-19 23:00 IST,GNC India,GNC,GNC Protein Wafer Bar (Peanut butter) (Pack of 1 / Peanut Butter),59.0,55.0,6.8,,True,https://gnc.in/products/gnc-protein-wafer-bar-peanut-butter
2026-08-19 23:00 IST,GNC India,GNC,GNC Protein Wafer Bar (Coffee) (Pack of 1 / Coffee),59.0,55.0,6.8,,True,https://gnc.in/products/gnc-protein-wafer-bar-coffee
2026-08-19 23:00 IST,GNC India,GNC,GNC Protein Wafer Bar (40g / Chocolate),60.0,55.0,8.3,137.5,True,https://gnc.in/products/gnc-protein-wafer-bar-upsell
2026-08-19 23:00 IST,GNC India,GNC India,GNC Select Fermented Yeast Protein Isolate (35gm) (35 gm / Chocolate),149.0,65.0,56.4,185.71,True,https://gnc.in/products/gnc-select-fermented-yeast-protein-isolate-35gm
2026-08-19 23:00 IST,GNC India,GNC India,GNC Select Fermented Yeast Protein Isolate (35gm) (35 gm / Coffee),149.0,65.0,56.4,185.71,True,https://gnc.in/products/gnc-select-fermented-yeast-protein-isolate-35gm
2026-08-19 23:00 IST,GNC India,GNC India,GNC Select Fermented Yeast Protein Isolate (35gm) (35 gm / Vanilla),149.0,65.0,56.4,185.71,True,https://gnc.in/products/gnc-select-fermented-yeast-protein-isolate-35gm
